SMILES,lambda_abs (raw),Score,step,dim1,dim2
COc1ccccc1-c1c(C=CC=CN)[nH]c2c3ccc(Br)cc3c(-c3ccccc3)[n+](C)c12,509.6838,0.6897404,5,-2.1942437,7.0826855
Cc1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)[nH]c1ccccc12,338.2425,0.0043076,5,-0.85674906,6.870825
CN(C)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc(N=O)c1C#N,475.7011,0.944095,5,0.83079946,5.291769
COc1ccc2ccc(Br)cc2c1C=CC=C1N(CCCS(=O)(=O)O)c2ccc(Br)cc2C1(C)C,464.8494,0.9458691,5,-0.6454977,8.550058
CCCCCCc1cc(C=Cc2nc(-c3ccccc3)c3c4ccc(C#N)cc4n(CCCCCC)c3n2)ccc1OCc1ccccc1,381.8134,0.1594597,5,-0.1173322,7.836442
CCCCCCCCc1cccc2cc3c(cc12)sc1cc(N(c2ccc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)c5nsnc45)cc2)c2cccc4oc5ccc(C#N)cc5c24)sc13,498.3736,0.7951075,5,3.9983304,6.238867
CCN(CC)c1ccc2oc(=O)c(C(=O)Nc3ccccc3F)cc2c1,442.3476,0.9625724,5,1.124885,10.034358
OC1=CC(=Cc2ccc3ccsc3c2)c2ccccc21,391.5226,0.3249393,6,-2.048296,8.066652
CN1c2ccccc2Oc2ccccc21,331.9745,0.0025421,6,-1.026087,8.143328
CCN1c2cc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)ccc2Sc2ccsc21,394.5362,0.372772,6,2.1370363,5.1533494
COc1ccc(-c2cc3sc(-c4ccc(-c5ccc(C=C(C#N)C#N)s5)c(-c5ccc(C=C(C#N)C#N)s5)c4)cc3oc2=O)cc1F,437.4646,0.9045205,6,7.1166534,8.433195
COc1ccc2cc3c(cc2c1)Oc1ccc(-c2ccc(N(c4ccccc4)c4ccccc4)cc2)cc1O3,358.6814,0.0249709,6,1.5092562,6.1716385
COc1ccc2cc(C=Cc3ccc(-c4nc5ccccc5[nH]4)cc3)ccc2c1,362.3052,0.0345185,6,-1.8563107,6.541831
CC(C)(C=C1C(=O)C(c2ccccc2)C=C1Oc1ccccc1N=C=O)CCCCCN1c2ccccc2C=Cc2ccccc21,383.1201,0.1732571,6,-0.40642118,8.118274
N#CC(C#N)=Cc1ccc(N(c2ccc(C#N)cc2)c2ccc(C=Cc3ccc(C#N)cc3)cc2)cc1,448.0193,0.9340743,6,5.136052,11.155456
CCCCOc1ccc(-c2sc(-c3ccc(C=C(C#N)C#N)s3)cc2C#N)cc1OCCCC,474.1264,0.9288113,6,6.601121,8.3088045
N#CC(C#N)=Cc1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,395.5317,0.4036886,6,4.932719,9.665603
CCCCCCN1c2ccc(-c3ccc(C(C)=O)cc3)cc2Sc2cc(-c3ccc4cc(-n5c6ccccc6c6ccccc65)ccc4c3)ccc21,367.5939,0.0518313,6,0.24981828,7.2845325
CCCCC(=CC(=O)c1cccc(N)c1)C1=CC=C1Cc1ccc(-c2ccc(C(=C(C#N)c3ccc(N(C)C)cc3)c3ccc(C=C(C#N)C#N)cc3)cc2)[nH]1,507.5173,0.6875662,6,4.9390187,10.288991
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C#N)c(C#N)c4)s3)cc2)cc1,508.0893,0.6924057,6,5.1933393,7.2526255
COc1ccc(N(c2ccc(C=Cc3ccc(-c4ccccc4)s3)cc2)c2ccc3c(c2)N(c2ccc(C=C(C#N)C#N)s2)c2ccccc2S3)cc1,495.8281,0.8431222,6,7.453577,10.444473
CCCCSc1ccc(CN2C(=O)c3cccc4ccc(N)c(c34)C2=O)cc1-c1ccc(F)cc1,403.5696,0.5567169,6,-0.49325523,8.377835
CCCCN(CCCC)c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,479.2923,0.9131444,6,1.3603885,6.250063
COc1ccc(C=C(C#N)C=c2c3ccc(OC)cc3c(=Cc3ccc(OC)cc3)n2-c2ccc(OC)cc2)cc1,502.418,0.7963496,6,2.9212787,9.62083
CN1C(=CC2=Cc3ccc(O)cc3OC2(C)C)C(C)(C)c2ccccc21,430.3182,0.9263455,6,-0.447628,8.197842
c1ccc2oc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)nc5nccnc45)s3)nc2c1,416.8458,0.7904772,6,-1.7469398,7.6661396
COc1ccc(-n2nc3ccc4ccccc4c3n2)cc1,317.0482,0.0006866,6,-1.890383,6.886088
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc3c4ccc(-c5cc(C#N)c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)cc4n(CC)c3c2)cc1,426.4661,0.8461973,6,3.5140467,6.011659
CN(C)c1ccc(-c2ccc3cccc4c3c2C(=O)NC4=O)cc1,436.0556,0.9495266,6,-0.32479212,9.601496
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(C(=O)c3ccc(-c4c5ccccc5c(-c5cccc(OCCCC)c5)c5ccccc45)cc3)cc2)cc1,407.573,0.6141006,6,3.3575933,6.23764
COc1ccc(C=C(C#N)c2c(C#N)c(C(C)=O)c(-c3ccc(OC)cc3)n2N)cc1,380.7481,0.153454,6,3.0737329,9.738513
CN(C)c1ccc(C=Cc2oc(C=CC=Cc3ccc([N+](=O)[O-])cc3)nc2-c2ccccc2)cc1,466.3239,0.9288847,6,-0.16979308,10.351014
CC1=CC=C2C1C1CCCC1N2c1ccc(C)cc1,340.5457,0.0053466,6,-0.7992255,8.879807
CCCCCCN(CCCC)c1ccc(C=c2sc(=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)n(CCCCCC)c2=O)o1,524.8451,0.3746901,6,1.3787433,8.188016
CCCCCCc1cc(-n2c(=O)sc3ccc(-c4ccc(C=C(C#N)C#N)cc4)cc32)sc1-c1ccc(C=C(C#N)C#N)s1,465.9666,0.9172713,6,6.406891,9.017518
CCCCCCc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C#N)cc4)cc3)c3ccc(C(CCCCCC)CCCCCC)cc3)cc2)s1,452.5257,0.8968691,6,6.862122,10.414184
Cc1cc(C=C(C#N)C#N)cc(C)c1-c1ccc(-c2ccc3c4ccc(C=C(C#N)C#N)cc4n(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c3c2)cc1,435.7948,0.8972707,6,6.163367,11.581736
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(C45CCc6cccc(c64)-c4ccccc45)cc3)cc2)cc1,338.2105,0.004225,6,1.1467481,5.5079713
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc5c(c4)c(=O)c4cc(-c6cc(-c7ccccc7)cc7c6N(CCCCCC)c6ccccc6S7)sc4n5-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)cc3)cc2)cc1,399.2533,0.4438637,6,0.6828935,7.0744967
N#CC(C#N)=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)o1,506.6643,0.7486036,6,5.2949924,11.389375
CNc1ccc(N(c2ccccc2)c2ccccc2)cc1,308.9867,0.0003418,6,0.7485305,5.8768263
CCCCC1(CCCC)c2cc(-c3ccc4c(-c5ccc6ccccc6c5)c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5c(C#N)c4c3)ccc2-c2ccc(-c3cccs3)cc21,454.3089,0.9159089,6,1.1005993,6.0833135
COc1c(C#N)oc2ccccc2c1=O,351.6339,0.0140794,6,-1.8934828,8.507238
Cn1c2cc(=N)ccc-2c(-c2ccccc2)c2ccccc21,470.8236,0.9607125,6,-1.6209224,7.583166
C[n+]1c2c3c(c(-c4ccccc4)c(F)c(F)c3c3ccc(O)cc31)C=C2,448.0013,0.9447158,6,-1.6681505,7.8199043
N#CC(C#N)=Cc1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)o1,434.3521,0.9165195,6,5.8391356,10.161092
CCN(CC)c1ccc(C2(c3cc4c(cc3OC)OCCO4)c3ccccc3-c3cc(-c4ccc(COC)cc4)ccc32)cc1,332.3703,0.0025134,6,1.6962495,9.955461
CCCCCCCCn1c2ccccc2c2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccc(C=C(C#N)C#N)s5)cc4)cc3)ccc21,496.0802,0.8319776,6,8.03822,9.322533
Cc1ncc(-c2ccc(C=CC(=O)c3ccccc3O)cc2)s1,363.4664,0.0385705,6,-1.4996347,9.004101
COc1ccccc1N(c1ccccc1)c1ccc(-c2ccc(C=Cc3nc(N(c4ccccc4)c4ccccc4)ccc3C#N)cc2)cc1,401.9228,0.5235751,6,1.897887,6.8065186
N#Cc1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,412.3442,0.7213634,6,1.0057057,5.100405
O=C(Nc1ccccc1C(=O)C=Cc1ccc(N2C(=O)C2C2C3C4CCC3C(C4)C2n2cnc3ccccc32)cc1)c1ccccc1,376.6455,0.1069599,6,-1.3200215,10.028953
ClC1=Cc2ccccc2-c2cccc3cccc1c23,357.9259,0.0239767,6,-2.3718603,8.1823845
CCN(CC)CCN1CC(C)c2c1c(OC)cc1ccc(C#N)cc21,382.4451,0.1776596,6,-1.5383472,9.055285
CCN(CC)c1cccc(C=CC(=O)c2ccc(N=Cc3ccc(OCc4ccccc4)c(OC)c3)cc2)c1,407.1652,0.623598,6,2.2140164,8.673297
Cc1ccc(-c2ccc3c(c2)N(c2ccc(C)cc2)c2ccccc2N3c2cccc(C)c2)cc1,383.5999,0.1876482,6,-0.35222185,7.3381724
CC1=CC(c2ccc(-n3c4ccccc4c4ccccc43)cc2)=C2C=C(CC(C)C)C=C1O2,455.0121,0.9465303,7,-0.76142764,6.795962
COCCNS(=O)(=O)c1ccc(C#N)cc1Cl,298.5019,0.000137,7,-1.6293714,9.135509
c1ccc2nsnc2c1,347.1023,0.0094501,7,-1.6330746,8.166536
COc1ccc(N(c2ccccc2)c2ccc(C=C(C#N)c3ccc(N4c5ccccc5C5(c6ccccc64)c4ccccc4C(C)(C)c4ccccc45)cc3)cc2)cc1,424.2952,0.8396384,7,4.6499047,12.116341
Nc1nonc1N1CCCC1=O,289.024,5.92e-05,7,-1.0574188,8.857481
CCCCCCCCN(CCCCCCCC)c1ccc(C=CC=CC=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,437.8049,0.8845192,7,1.7157662,8.363073
CCN(CC)c1ccc2c3cc(OC)ccc3c3ccc(N4c5ccccc5Sc5cc(C#N)ccc54)cc3c2c1,373.7631,0.0874607,7,-0.16065447,6.888798
CN(C)c1ccc(C=CC2N=C3N=C(c4ccc(Br)cc4)C=CN3C2c2ccc(N(C)C)cc2)cc1,409.354,0.6833566,7,-0.3319383,9.870708
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccc6ccccc6c45)cc3)cc2)cc1,366.1882,0.0452459,7,3.358756,6.22029
CCN(CC)c1ccc(C=CC2=CC3(Oc4ccc(OC)cc42)C(=O)N(CC)c2ccccc23)cc1,417.1554,0.8019368,7,1.9885617,9.18184
N#CC(C#N)=Cc1ccc(-c2ccc(C=C(C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,489.5734,0.8894784,7,8.796022,10.922676
O=S(=O)(O)c1ccc2c(c1)oc1cc(Nc3ccc(Br)cc3F)c(F)cc12,350.1559,0.0121729,7,-0.89154625,9.047625
CCCCC(CC)Cc1cnc2cc(C#N)c3ccsc3n12,357.253,0.0226661,7,-1.3090404,8.865389
COc1ccc2ccc(=O)oc2c1,315.995,0.0006285,7,-1.5821604,7.167031
CCCC(C)=CC=CC1C=CC=C(C)C1(O)C(C)C,312.2389,0.0004495,7,-0.56900704,8.796344
O=C(C=Cc1ccc(Br)cc1)c1ccc(NC(=O)c2ccc(Cl)s2)cc1,350.2403,0.0122567,7,-1.4701755,10.415595
CCCCCCN1C(=O)c2ccc(-c3ccc4c(c3)N(CCCCCC)c3ccc(N(c5ccccc5)c5ccccc5)cc3S4)cc2C1=O,417.8806,0.7768569,7,0.66255945,7.103825
CCCCCCN1c2ccccc2Sc2cc(N(c3ccccc3)c3ccc(C4=C(N(c5ccccc5)c5ccccc5)CCCC4)cc3)ccc21,363.1157,0.0356102,7,0.5508985,6.953914
CCCCn1c2ccccc2c2cc(-c3csc(-c4ccccc4)n3)ccc21,350.1429,0.0120901,7,-0.42031565,7.5647573
CCCCCCCCN1C(=CC2=C(C#N)N(CCCCCCC)C(=O)C2=CO)C(C)(C)c2ccccc21,483.1215,0.9056456,7,-0.055323433,8.326603
N#CC(C#N)=Cc1ccc(-c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(-n4c5ccccc5c5ccccc54)c3)cc2)s1,433.2789,0.8930274,7,9.259828,9.930613
CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc3c(ccc4ccc(N(CC)CC)cc43)c2)cc1,392.4482,0.3306097,7,1.1681818,9.506478
Cc1ccc(N(c2ccc(C)cc2)c2ccc(C=Cc3ccn4c(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)nnc4c3)cc2)cc1,414.3089,0.7463402,7,2.2253082,7.564672
c1ccc(-c2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc23)cc1,433.1828,0.9127479,7,0.94990104,5.610263
COc1ccc(N2c3ccc(OC)cc3Oc3cc4c(cc32)C(C)(C)c2c-4c3c(c4ccc5ccccc5c24)-c2ccccc2C3)cc1,409.4587,0.6732836,7,-1.8765467,6.897012
CCN(CC)c1ccc(-c2ccc(-c3ccc(-c4nc5ccc(C)cc5s4)s3)s2)c2ccccc12,405.1854,0.5978329,7,-1.7976334,8.099859
O=C(c1ccccc1O)c1cc2ccccc2oc1=O,354.2772,0.0176132,7,-2.1350024,8.359259
COc1ccc(-n2c(C#N)cc3ccccc32)cc1-c1nc2ccccc2n1-c1ncccc1C#N,323.6883,0.0012034,7,-2.1391249,7.5641713
CCCCCCN(c1ccc(C=Nc2ccc(C=C(C#N)c3ccc(C#N)cc3)cc2)cc1)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,437.8305,0.8770376,7,4.558085,11.153874
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(O)cc5)s4)s3)cc2)cc1,407.7038,0.6349902,7,3.660683,6.0125957
CN(CCO)c1cccc(C(=O)Nc2ccc(Br)cc2)c1,341.4685,0.005874,7,-1.2355617,10.3148775
Cc1ccc(N2C(=c3ccc(=c4sc(=C(C#N)C#N)s4)s3)Sc3ccccc32)cc1,553.7411,0.0479408,7,-0.24064453,7.0654817
COc1ccc(-c2c(C#N)c(=N)[nH]c3cc(Br)ccc23)c(OC)c1,400.2789,0.5132025,7,-1.4110116,7.292596
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc4c(c3)c3cc(N(c5ccccc5)c5ccccc5)ccc3n4CCCC)cc2)cc1,359.7665,0.0263024,7,3.0232937,6.297968
COc1ccc(NC(C#N)=C(C#N)C#N)cc1C,391.0733,0.3185372,7,-1.1922302,9.3083725
CCCCCCCCCCOc1ccc(-c2cc(=O)c3ccc(N(CCCCCC)CCCCCCCC)cc3o2)cc1,372.3728,0.0765696,7,3.271401,6.5188603
C(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1,383.6297,0.1874207,7,2.295501,7.8328195
c1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,354.0165,0.017018,7,0.8285935,5.34509
N#Cc1ccc(S(=O)(=O)Nc2ccc(C=Cc3cc(C#N)cc(C#N)n3)cc2)cc1,368.806,0.0605728,7,-1.7404965,9.400874
COc1ccc(-c2cccc3oc(-c4ccc(N(c5ccc(C)cc5)c5ccc(OC)cc5)cc4)cc23)cc1,374.0089,0.089576,7,1.2196141,6.4526196
COc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,498.022,0.8409667,7,8.349525,10.061961
CCN(c1ccc(C=C(c2ccc(C)cc2)c2ccc(N(c3ccc(C)cc3)c3ccc(OC)cc3)cc2)s1)c1ccc(-c2ccc(-c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)cc2)s1,436.2264,0.8874076,8,2.667773,6.093815
N#CC(C=Cc1nc2ccc(N(c3ccccc3)c3ccc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)cc3)cc2o1)=Cc1ccccc1,434.3643,0.8896283,8,6.23567,10.844768
Cn1c(-c2ccco2)nc2oc(N3CCCCC3)cc(=Nc3ccc(C#N)cc3)c21,383.7346,0.1924511,8,-1.5262173,9.001975
O=C(Cl)C1CC2CCCC2N1,299.2649,0.0001441,8,-0.99954796,8.93378
Cc1nc2c(O)cc(Br)cn2c1Cc1ccccn1,310.4192,0.0003872,8,-1.653661,8.297014
N#CC(C#N)=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)s1,508.4305,0.705984,8,6.7616253,10.75487
CCCCCCc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)nc(-c4ccc(N(CC)CC)cc4)n3)s2)cc1,452.315,0.9001631,8,7.053933,10.987359
CC(=O)c1ccc(NCC(=O)N2CCN(c3cccc4nonc34)CC2)cc1,410.6546,0.7238127,8,-1.154814,9.068168
N#Cc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1ccc2ccc3cc(Nc4ccccc4)ccc3c2c1,370.4596,0.067107,8,0.7128992,5.4495134
N#CC(C#N)=Cc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,413.6867,0.754897,8,5.829497,10.376037
CCCCCCOc1ccc(NC(=O)c2ccc(NC(=O)c3ccc4cc(NC(=O)c5ccc(C(C)=O)cc5)ccc4c3)cc2)cc1,352.2015,0.0139038,8,0.38170013,8.688739
COc1cc(C=c2sc(=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)n(C)c2=O)ccc1[N+](=O)[O-],462.9539,0.9383725,8,2.159023,8.059776
CN(C)c1ccc(C=CC=c2[nH]c3ccc4ccccc4c3c2=CC(=O)c2ccc(Nc3cccc(-c4ccccc4)c3)cc2)cc1,559.1039,0.029826,8,-0.9957861,9.953579
CN(C)c1ccc2cc(-c3nc4ccccc4n3C)cc(N(C)C)c2c1,361.5277,0.0326797,8,-0.37483454,9.455776
CCN(CC)c1ccc2c(-c3ccccc3)c3ccc(N(CC)CC)cc3[o+]c2c1,556.2795,0.0383439,8,1.1668572,9.790267
COc1ccccc1-c1ccccc1,282.7342,3.44e-05,8,-2.2505295,7.0474367
N#CC(=Cc1ccc(N(c2ccccc2)c2ccc(C=C(C#N)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,432.5352,0.8792659,8,4.209598,12.242631
CCCCCCCCc1c(-c2ccc(OC)cc2)c2c3ccccc3c3ccccc3c2n1-c1ccccc1,326.0877,0.0014463,8,-1.512956,6.409438
CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(OC)cc4)cc3)c(=O)oc2c1,404.6708,0.5980779,8,1.279149,10.129256
CCCC1CCC(c2ccc(N(c3ccc(C=Cc4ccc(N(c5ccc(Br)cc5)c5ccc(C#N)cc5)cc4)cc3)c3ccc(C=C(C#N)C#N)cc3)cc2)CC1,462.2477,0.9140184,8,5.1680474,11.146263
COC1(OC)c2cc(-c3ccccc3)ccc2-c2ccc(-n3c4ccccc4c4cc(N(c5ccccc5)c5ccc(C#N)cc5)ccc43)cc21,356.6991,0.0207864,8,-0.06717096,6.0964403
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(C=c4sc(=C(C#N)C#N)oc4=O)cc3F)cc2)cc1,541.6592,0.1220725,8,4.7048907,7.0027328
c1ccc(N(c2ccc(-c3cc4sccc4s3)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,373.4019,0.0851526,8,-0.042038534,5.9610853
COc1ccc(-c2oc(=O)c(-c3ccccc3)c3cc(OC)ccc23)cc1,436.6621,0.9411793,8,-1.7482886,6.666048
CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3ccc4c(c3)C(=Cc3ccc(CCC)cc3)C(=O)N4CCCC)cc2)cc1,426.1693,0.8400603,8,3.7341762,6.8287654
CN(CCO)c1ccc(C=CC(=O)c2ccc(NC(=O)c3cc4ccccc4oc3=O)cc2)cc1,430.6712,0.8969286,8,-1.620838,10.809664
CCN(CC)c1ccc2c(c1)c1c(ccc3ncc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)n31)n2CC,393.1623,0.3446257,8,0.44013312,5.6356792
COc1cccc(-c2[nH]c(=O)[nH]c2-c2ccccc2)c1,340.9127,0.0055699,8,-1.9938745,6.733986
CCCC(C)(CC)c1cc(C=C(C#N)C#N)ccc1N1c2ccccc2Sc2cc(-c3ccc(C=C(C#N)C#N)s3)ccc21,494.034,0.8575373,8,6.619652,9.718175
c1ccc(C2(c3ccccc3)c3ccccc3-c3cc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)ccc32)cc1,323.8093,0.0011994,8,-0.22860658,7.07332
COc1ccc2c(ccc3ccc(=O)oc32)c1,353.7766,0.0167683,8,-1.6175635,6.9758377
CCCCCCNc1ccc2c(-c3ccccc3)c3ccccc3c(-c3ccc(OC)cc3)c2c1,435.1932,0.9074176,8,-1.4587436,6.3645043
CCCCCCn1c2cc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2c2ccc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)cc21,396.9253,0.4117645,8,1.1645964,7.020159
CCCCCCN1c2ccccc2Sc2ccc(C=Cc3ccc4cc5c6ccccc6n(CCCCCC)c5cc4c3)cc21,413.1673,0.7207026,8,0.17012906,7.4764724
CCCC[n+]1ccc(C=Cc2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,468.1298,0.9247824,8,1.8901263,7.9792376
COc1ccc(-c2nc(-c3ccncc3)sc2-c2ccc(OC)cc2)cc1,356.1316,0.0205171,8,-2.0090835,6.4635844
[C-]#[N+]c1ccc(-c2cc(-c3ccc(C#N)cc3C#N)cc(-n3ccc4cc(C(C)(C)C)ccc43)c2)cc1,343.2427,0.0065698,8,-1.8327498,8.877508
COc1ccc(-c2cc(C)c3oc(=O)cc(OC)c3c2-c2ccc(Cl)cc2)cc1,325.4222,0.0014101,8,-1.4502698,6.790693
CCN(CC)c1ccc2cc(C=Cc3nc4ccc(-c5ccc6ccccc6c5)cc4s3)ccc2c1,433.8701,0.9096222,8,1.4405168,9.441633
O=C1C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)c5ccccc45)cc3)s2)C(=O)N1Cc1ccccc1,447.8827,0.9110359,8,1.856424,4.9877357
CCCCCCCCCCCc1ccc(C=C(C#N)C#N)o1,399.6504,0.4902542,8,5.342104,9.034841
CCNc1ccc2cc(S(=O)(=O)O)ccc2c1,348.9,0.0111834,8,-0.85847473,9.108085
CSc1ccc2cc(N3c4ccccc4Sc4cc(N5c6ccccc6Oc6ccccc65)ccc43)ccc2c1,352.818,0.015003,8,-0.16362633,7.106169
CN(CCO)c1ccc(C=C(C#N)C#N)cc1F,448.9383,0.9729113,8,4.7118106,9.905288
CCC(C)(C)c1ccc2c(C)c(-c3ccc(N(c4ccc(Cl)cc4)c4ccc(C(C)(C)C)cc4)cc3)n(-c3ccc(C(C)(C)C)cc3)c2c1,333.4991,0.0027764,8,-0.3290614,6.376282
CC(O)C1=CCCC(C)(C)C=C1,280.2667,2.74e-05,8,-0.8183338,8.856165
CCCCN(CCCC)c1ccc(C=Cc2ccc3nc(C#N)n(CCC)c3c2)cc1,396.1693,0.4124385,8,1.6076442,8.626508
COCC(C)NC(=O)c1ccc(N(C)CCO)cc1,302.2464,0.0001895,8,-1.2530274,10.531627
CCCCCCCC(=O)NCc1cc(=O)oc2cc(N(CC)CC)ccc12,378.5302,0.1308133,8,1.1296141,9.942569
CCCCN(CCCC)c1ccc(C=c2sc(=Cc3ccccc3C)[nH]c2=O)cc1,437.3015,0.9423436,8,1.4096177,8.452311
COc1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(OC)c(N(c5ccc(F)cc5)c5ccc(OC)cc5)c4)s3)cc2)cc1,384.3673,0.1938793,9,2.5296566,5.6155763
CC1(C)c2ccccc2-c2ccc(N(c3ccc(C#N)cc3)c3cccc(-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)c3)cc21,359.0294,0.0255251,9,0.6885296,5.996069
N#Cc1ccccc1C1(c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c2cc(N)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,361.9336,0.0325307,9,0.5740449,6.0620847
CCCCCCCCCCCCN1C(C#N)=C(c2ccc(N(C)C)cc2)c2cccc(F)c2S1(=O)=O,416.8032,0.7909159,9,-0.003675713,9.317463
CCCCCCOc1sc(-c2cccc(-c3c4ccccc4n4ccccc34)c2Br)c(CCCCCC)c1-c1ccc(CCCCCC)s1,384.7591,0.1952773,9,-0.011909513,7.7720504
N#Cc1ccc(N(c2ccccc2)c2ccc(C=C3c4ccccc4C=Cc4ccccc43)cc2)cc1,365.9404,0.0463552,9,1.6248597,7.2741356
CCCCCC[n+]1ccc(C=Cc2ccc(-c3ccc4c(c3)CCCN4C#N)cc2)c2ccccc21,503.9331,0.7681074,9,0.8581039,7.9129896
CCCC[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(C=C(C#N)C#N)cc3)cc2)cc1,484.3636,0.9067632,9,5.2440605,11.360964
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(N(C)CCCC)cc4)s3)cc2)cc1,398.1538,0.4349682,9,3.8029459,6.062913
COc1ccc(-c2c3ccccc3c(OC)c3ccccc23)cc1,377.9477,0.1252572,9,-1.7893846,6.5761566
CCN(CC)c1ccc2cc3ccc(=N)cc-3oc2c1,502.9415,0.819736,9,0.9992173,10.085517
CCN(CC)c1ccc2c(c1)C(=C(C#N)C#N)CC21c2ccccc2Oc2c1cc(OC)c(OC)c2Br,472.7466,0.9383339,9,2.016433,9.990741
CC(Sc1ccccn1)c1ccccc1,308.3179,0.0003219,9,-1.4811102,8.356699
[C-]#[N+]C(=C(C)c1cnc(-c2cc3c4c(c2)Sc2ccccc2N4CCC3)s1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,470.8309,0.9227786,9,1.9385796,5.054607
CCCCCCCCCCCn1c(=C(C#N)C#N)sc(=C2C(O)=C(O)C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)=C2O)c1=O,557.0719,0.0349796,9,0.9454393,7.6399875
N#CC(C#N)=Cc1ccc(N2c3ccccc3Sc3cc(N(c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc32)c2ccccc12,470.2129,0.9167221,9,6.2185507,11.004057
