dataset,chembl_id,pref_name,smiles,inchikey,scaffold_class,core_name_ru,core_smiles,ring_system,chem_class,typical_use,core_examples,all_matched_cores,n_matched_cores,is_multicore,murcko_scaffold,murcko_generic,mw,heavy_atoms,clogp,tpsa,hbd,hba,rotb,rings,aromatic_rings,fsp3,n_stereocenters,qed,max_phase,natural_product
chembl_scaffold_classes,CHEMBL1669299,,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(NC(=O)c2ccc(F)cc2F)cc1,PYZJYHIEOIQLHB-XLUWADSXSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,CC(CC1CCC(C(C)CCC2CCCCC2)CC1)C1CCCCC1,395.36,29,4.524,86.63,3,4,5,3,3,0.0,0,0.34,,0
chembl_scaffold_classes,CHEMBL1669300,,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(NC(=O)c2ccc(F)c(F)c2)cc1,XWDNEVSNPWFQLF-XLUWADSXSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,CC(CC1CCC(C(C)CCC2CCCCC2)CC1)C1CCCCC1,395.36,29,4.524,86.63,3,4,5,3,3,0.0,0,0.34,,0
chembl_scaffold_classes,CHEMBL1669301,,Cc1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)cc(F)c3)cc2)cc1O,LRAMGMZQEUICIQ-RUDMXATFSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,CC(CC1CCC(C(C)CCC2CCCCC2)CC1)C1CCCCC1,393.39,29,5.127,66.4,2,3,5,3,3,0.0435,0,0.47,,0
chembl_scaffold_classes,CHEMBL1669302,,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(NC(=O)c2ccc(C(F)(F)F)cc2F)cc1,RCRANDNNSAQTLL-XLUWADSXSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,CC(CC1CCC(C(C)CCC2CCCCC2)CC1)C1CCCCC1,445.37,32,5.404,86.63,3,4,5,3,3,0.0435,0,0.21,,0
chembl_scaffold_classes,CHEMBL1682026,,COc1ccc(/C=C/C(=O)c2cc(Br)cc(C(=O)O)c2O)c(OC)c1OC,YAIIJNQJELUHIO-GQCTYLIASA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,437.24,27,3.775,102.29,2,6,7,2,2,0.1579,0,0.5,,0
chembl_scaffold_classes,CHEMBL1682027,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cc(Cl)ccc2Cl)c1O,VYOITJDJVZHUHN-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,416.05,23,5.056,74.6,2,3,4,2,2,0.0,0,0.54,,0
chembl_scaffold_classes,CHEMBL1682028,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2c(Cl)cccc2Cl)c1O,MMUXRUNCERQRLA-SNAWJCMRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,416.05,23,5.056,74.6,2,3,4,2,2,0.0,0,0.54,,0
chembl_scaffold_classes,CHEMBL1682029,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)c1O,UUIQKIYOWZYCAQ-DUXPYHPUSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,416.05,23,5.056,74.6,2,3,4,2,2,0.0,0,0.54,,0
chembl_scaffold_classes,CHEMBL1682030,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cc(Cl)cc(Cl)c2Cl)c1O,PVUKBHQGUQHJRE-OWOJBTEDSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,450.5,24,5.709,74.6,2,3,4,2,2,0.0,0,0.36,,0
chembl_scaffold_classes,CHEMBL1682031,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2c(Cl)ccc(Cl)c2Cl)c1O,OQMPYUOYAANCFA-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,450.5,24,5.709,74.6,2,3,4,2,2,0.0,0,0.36,,0
chembl_scaffold_classes,CHEMBL1682032,,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2ccc(Cl)cc2)c1O,LJJSWOXJGYNAPV-ZZXKWVIFSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,337.16,22,4.293,74.6,2,3,4,2,2,0.0,0,0.64,,0
chembl_scaffold_classes,CHEMBL1682033,,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1O,HSLVYKLWJOZYGK-DUXPYHPUSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,371.6,23,4.947,74.6,2,3,4,2,2,0.0,0,0.59,,0
chembl_scaffold_classes,CHEMBL1682034,,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2cccc(Cl)c2Cl)c1O,PNQJJGAINRASQB-SNAWJCMRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,371.6,23,4.947,74.6,2,3,4,2,2,0.0,0,0.59,,0
chembl_scaffold_classes,CHEMBL1682035,,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2cc(Cl)ccc2Cl)c1O,DJRGFZXDSLHUDO-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,371.6,23,4.947,74.6,2,3,4,2,2,0.0,0,0.59,,0
chembl_scaffold_classes,CHEMBL1682036,,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2cc(Cl)cc(Cl)c2Cl)c1O,JHAFQPFJQQFPBQ-OWOJBTEDSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,406.05,24,5.6,74.6,2,3,4,2,2,0.0,0,0.39,,0
chembl_scaffold_classes,CHEMBL1682037,,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2c(Cl)ccc(Cl)c2Cl)c1O,DWGZVENDEYREEV-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,406.05,24,5.6,74.6,2,3,4,2,2,0.0,0,0.39,,0
chembl_scaffold_classes,CHEMBL1682038,,O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)c1O,QUIHLEQJNRBWAT-DUXPYHPUSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,371.6,23,4.947,74.6,2,3,4,2,2,0.0,0,0.59,,0
chembl_scaffold_classes,CHEMBL1682039,,O=C(O)c1cc(F)cc(C(=O)/C=C/c2ccc(Cl)cc2)c1O,XWOBNFGSYXZFEZ-ZZXKWVIFSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,320.7,22,3.779,74.6,2,3,4,2,2,0.0,0,0.66,,0
chembl_scaffold_classes,CHEMBL1682040,,O=C(O)c1cc(F)cc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1O,JKFRNLRTGXTXAX-DUXPYHPUSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,355.15,23,4.432,74.6,2,3,4,2,2,0.0,0,0.63,,0
chembl_scaffold_classes,CHEMBL1682041,,O=C(O)c1cc(F)cc(C(=O)/C=C/c2cccc(Cl)c2Cl)c1O,BZRPDUHBADQSIQ-SNAWJCMRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,355.15,23,4.432,74.6,2,3,4,2,2,0.0,0,0.63,,0
chembl_scaffold_classes,CHEMBL1682042,,O=C(O)c1cc(F)cc(C(=O)/C=C/c2cc(Cl)ccc2Cl)c1O,OVLPLOLPNCSCNQ-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,355.15,23,4.432,74.6,2,3,4,2,2,0.0,0,0.63,,0
chembl_scaffold_classes,CHEMBL1682043,,O=C(O)c1cc(F)cc(C(=O)/C=C/c2cc(Cl)cc(Cl)c2Cl)c1O,QTIFKIAKSVIJRL-OWOJBTEDSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,389.59,24,5.086,74.6,2,3,4,2,2,0.0,0,0.43,,0
chembl_scaffold_classes,CHEMBL1682044,,O=C(O)c1cc(F)cc(C(=O)/C=C/c2c(Cl)ccc(Cl)c2Cl)c1O,FZGREZXJUXEWOQ-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,389.59,24,5.086,74.6,2,3,4,2,2,0.0,0,0.43,,0
chembl_scaffold_classes,CHEMBL1682045,,Cc1cc(C)cc(/C=C/C(=O)c2cc(Br)cc(C(=O)O)c2O)c1,NUELFFSBQVQCIE-ONEGZZNKSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,375.22,23,4.366,74.6,2,3,4,2,2,0.1111,0,0.61,,0
chembl_scaffold_classes,CHEMBL1682046,,COc1ccc(/C=C/C(=O)c2cc(Br)cc(C(=O)O)c2O)c(Cl)c1OC,LKZOVZNGMCAABP-HWKANZROSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,441.66,26,4.42,93.06,2,5,6,2,2,0.1111,0,0.51,,0
chembl_scaffold_classes,CHEMBL1682047,,COc1cc(F)c(/C=C/C(=O)c2cc(Br)cc(C(=O)O)c2O)cc1OC,IUSBHAZOFHDERN-ONEGZZNKSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,425.21,26,3.905,93.06,2,5,6,2,2,0.1111,0,0.54,,0
chembl_scaffold_classes,CHEMBL1682048,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccccc2OCc2ccccc2)c1O,OMMXQRZTFPYYKK-ZHACJKMWSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1OCc1ccccc1)c1ccccc1,CC(CCC1CCCCC1CCC1CCCCC1)C1CCCCC1,453.29,29,5.328,83.83,2,4,7,3,3,0.0435,0,0.37,,0
chembl_scaffold_classes,CHEMBL1682049,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc(Oc3ccc(Cl)cc3)c2)c1O,ZWIQCCMDNULDBE-RUDMXATFSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1cccc(Oc2ccccc2)c1)c1ccccc1,CC(CCC1CCCC(CC2CCCCC2)C1)C1CCCCC1,473.71,29,6.195,83.83,2,4,6,3,3,0.0,0,0.33,,0
chembl_scaffold_classes,CHEMBL1682050,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccc(Oc3ccc(Cl)cc3)cc2)c1O,QELPAXAOHMKDLV-XCVCLJGOSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccc(Oc2ccccc2)cc1)c1ccccc1,CC(CCC1CCC(CC2CCCCC2)CC1)C1CCCCC1,473.71,29,6.195,83.83,2,4,6,3,3,0.0,0,0.33,,0
chembl_scaffold_classes,CHEMBL1682052,,COc1ccc(/C=C/C(=O)c2cc(Br)cc(C(=O)O)c2O)cc1OC1CCCC1,GRVAWCSJVPSYFU-SOFGYWHQSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1cccc(OC2CCCC2)c1)c1ccccc1,CC(CCC1CCCC(CC2CCCC2)C1)C1CCCCC1,461.31,29,5.079,93.06,2,5,7,3,2,0.2727,0,0.44,,0
chembl_scaffold_classes,CHEMBL1682053,,CCOc1ccc2ccccc2c1/C=C/C(=O)c1cc(Br)cc(C(=O)O)c1O,QYKKJYQNERZCNG-CMDGGOBGSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1cccc2ccccc12)c1ccccc1,CC(CCC1CCCC2CCCCC21)C1CCCCC1,441.28,28,5.301,83.83,2,4,6,3,3,0.0909,0,0.4,,0
chembl_scaffold_classes,CHEMBL1682054,,COc1cccc2c(/C=C/C(=O)c3cc(Br)cc(C(=O)O)c3O)cccc12,MDFNJCSFLCPRHL-CMDGGOBGSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1cccc2ccccc12)c1ccccc1,CC(CCC1CCCC2CCCCC21)C1CCCCC1,427.25,27,4.911,83.83,2,4,5,3,3,0.0476,0,0.45,,0
chembl_scaffold_classes,CHEMBL1682055,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccc3sccc3c2)c1O,IHVVWEAIYNLJHI-HNQUOIGGSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccc2sccc2c1)c1ccccc1,CC(CCC1CCC2CCCC2C1)C1CCCCC1,403.25,24,4.964,74.6,2,4,4,3,3,0.0,0,0.48,,0
chembl_scaffold_classes,CHEMBL1682056,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccccc2-c2ccco2)c1O,AKBHUVPNOOVSQX-BQYQJAHWSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1-c1ccco1)c1ccccc1,CC(CCC1CCCCC1C1CCCC1)C1CCCCC1,413.22,26,5.009,87.74,2,4,5,3,3,0.0,0,0.45,,0
chembl_scaffold_classes,CHEMBL1682057,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cc3c(cc2Cl)OCO3)c1O,IXVWHLUCNRKZMS-OWOJBTEDSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccc2c(c1)OCO2)c1ccccc1,CC(CCC1CCC2CCCC2C1)C1CCCCC1,425.62,25,4.131,93.06,2,5,4,3,2,0.0588,0,0.57,,0
chembl_scaffold_classes,CHEMBL1682058,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc(OC(F)(F)F)c2)c1O,CRZJOWGXXWBYFY-SNAWJCMRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,431.16,26,4.648,83.83,2,4,5,2,2,0.0588,0,0.53,,0
chembl_scaffold_classes,CHEMBL1682059,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)c1O,QEAMPCGWOPDNKU-SNAWJCMRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,392.16,24,3.657,117.74,2,5,5,2,2,0.0,0,0.35,,0
chembl_scaffold_classes,CHEMBL1682060,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc(Br)c2)c1O,KGKZSVBVXSAVOB-SNAWJCMRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,426.06,22,4.512,74.6,2,3,4,2,2,0.0,0,0.56,,0
chembl_scaffold_classes,CHEMBL1682061,,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc(F)c2)c1O,QRBVIAAIJJAJEM-SNAWJCMRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,365.15,22,3.888,74.6,2,3,4,2,2,0.0,0,0.64,,0
chembl_scaffold_classes,CHEMBL1682062,,N#Cc1cc(Br)cc(C(=O)/C=C/c2c(Cl)ccc(Cl)c2Cl)c1O,PJRMHWGLCKKWNS-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,431.5,23,5.883,61.09,1,3,3,2,2,0.0,0,0.37,,0
chembl_scaffold_classes,CHEMBL1682063,,Cc1cc(C(=O)O)c(O)c(C(=O)/C=C/c2c(Cl)ccc(Cl)c2Cl)c1,DYUXXJFDJNQXEK-GORDUTHDSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,385.63,24,5.255,74.6,2,3,4,2,2,0.0588,0,0.43,,0
chembl_scaffold_classes,CHEMBL1682064,,O=C(/C=C/c1cc(Br)cc([N+](=O)[O-])c1O)c1cc(Cl)cc(Cl)c1Cl,BKTJKHJOSQKWIJ-OWOJBTEDSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,451.49,24,5.919,80.44,1,4,4,2,2,0.0,0,0.21,,0
chembl_scaffold_classes,CHEMBL1682065,,O=C(/C=C/c1cc(Br)cc([N+](=O)[O-])c1O)c1c(Cl)ccc(Cl)c1Cl,ZDOFYOVXFIELGN-DAFODLJHSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,451.49,24,5.919,80.44,1,4,4,2,2,0.0,0,0.21,,0
